ID_Cliente,Edad,Tipo_Contrato,Cargos_Mensuales,Meses_Antiguedad,Abandono,Tipo_Contrato_Num,Abandono_Num
CLI-1244,40.0,Mensual,37.70106767275746,39.0,Si,1.0,1.0
CLI-1245,40.0,Anual,94.92350098569712,59.0,Si,0.0,1.0
CLI-1246,26.0,Mensual,86.40529684419685,39.0,No,1.0,0.0
CLI-1247,48.0,Mensual,74.013841560474,41.0,Si,1.0,1.0
CLI-1248,51.0,Anual,34.680108955842385,59.0,Si,0.0,1.0
CLI-1249,75.0,Mensual,99.00090036238535,22.0,No,1.0,0.0
CLI-1250,72.0,Mensual,116.71709241183886,41.0,Si,1.0,1.0
CLI-1251,77.0,Anual,63.739543927824734,30.0,No,0.0,0.0
CLI-1252,49.0,Mensual,26.74297696251559,70.0,Si,1.0,1.0
CLI-1253,75.0,Anual,74.55196835741884,25.0,No,0.0,0.0
CLI-1254,22.0,Anual,66.56459609982154,13.0,No,0.0,0.0
CLI-1255,68.0,Anual,29.865000007011083,16.0,No,0.0,0.0
CLI-1256,27.0,Mensual,78.34897814369097,17.0,Si,1.0,1.0
CLI-1257,51.0,Mensual,99.78992700225798,30.0,No,1.0,0.0
CLI-1258,33.0,Anual,77.60048840112641,6.0,Si,0.0,1.0
CLI-1259,36.0,Mensual,35.1249434461989,71.0,Si,1.0,1.0
CLI-1260,85.0,Mensual,21.64700288126287,67.0,Si,1.0,1.0
CLI-1261,65.0,Mensual,79.2031827139922,47.0,Si,1.0,1.0
CLI-1262,45.0,Anual,101.13616574333984,64.0,Si,0.0,1.0
CLI-1263,57.0,Mensual,73.80220392706161,57.0,Si,1.0,1.0
CLI-1264,56.0,Anual,86.53125160245567,21.0,No,0.0,0.0
CLI-1265,56.0,Mensual,69.82748093288636,20.0,No,1.0,0.0
CLI-1266,54.0,Anual,40.236633044688716,20.0,Si,0.0,1.0
CLI-1267,78.0,Mensual,90.25621357885088,16.0,No,1.0,0.0
CLI-1268,23.0,Anual,107.11787065257079,8.0,Si,0.0,1.0
CLI-1269,53.0,Anual,64.06597718376939,36.0,No,0.0,0.0
CLI-1270,31.0,Anual,113.0854442804115,45.0,Si,0.0,1.0
CLI-1271,54.0,Anual,100.39993642853601,62.0,Si,0.0,1.0
CLI-1272,32.0,Anual,49.530873006679904,46.0,No,0.0,0.0
CLI-1273,25.0,Anual,107.40918195698183,56.0,No,0.0,0.0
CLI-1274,73.0,Mensual,49.73452579163377,60.0,No,1.0,0.0
CLI-1275,64.0,Anual,43.30139576322521,12.0,Si,0.0,1.0
CLI-1276,49.0,Anual,20.04783824403217,43.0,Si,0.0,1.0
CLI-1278,77.0,Mensual,35.05746483007175,41.0,No,1.0,0.0
CLI-1279,35.0,Anual,102.13719286775707,61.0,No,0.0,0.0
CLI-1280,71.0,Anual,50.70476934533974,20.0,No,0.0,0.0
CLI-1281,51.0,Mensual,91.1513498433564,3.0,No,1.0,0.0
CLI-1282,25.0,Anual,96.16032991755345,50.0,No,0.0,0.0
CLI-1283,45.0,Mensual,64.46250585951285,3.0,No,1.0,0.0
CLI-1284,49.0,Mensual,89.06512406758094,40.0,Si,1.0,1.0
CLI-1285,26.0,Mensual,48.29067911191174,32.0,Si,1.0,1.0
CLI-1286,77.0,Anual,40.001732592829626,33.0,No,0.0,0.0
CLI-1287,37.0,Anual,119.15367916949712,69.0,Si,0.0,1.0
CLI-1288,41.0,Mensual,23.6948659772605,9.0,No,1.0,0.0
CLI-1289,83.0,Mensual,42.15898047214028,14.0,No,1.0,0.0
CLI-1290,37.0,Mensual,22.341172762974498,33.0,Si,1.0,1.0
CLI-1291,62.0,Anual,66.00386148280117,57.0,Si,0.0,1.0
CLI-1292,65.0,Mensual,112.68554710055513,51.0,No,1.0,0.0
CLI-1293,21.0,Mensual,70.17986432863421,46.0,Si,1.0,1.0
CLI-1294,19.0,Mensual,67.60166987931277,60.0,No,1.0,0.0
CLI-1295,23.0,Anual,93.9175639470986,32.0,Si,0.0,1.0
CLI-1296,28.0,Mensual,62.01076396367679,37.0,Si,1.0,1.0
CLI-1297,23.0,Anual,33.86660229988429,29.0,Si,0.0,1.0
CLI-1298,78.0,Anual,41.748675750907566,49.0,No,0.0,0.0
CLI-1299,18.0,Anual,77.78073455255856,64.0,Si,0.0,1.0
CLI-1300,55.0,Mensual,69.13429931997211,40.0,No,1.0,0.0
CLI-1301,85.0,Mensual,58.66654233814373,45.0,No,1.0,0.0
CLI-1302,36.0,Anual,88.91665187970885,38.0,Si,0.0,1.0
CLI-1303,43.0,Mensual,42.79905406343434,69.0,No,1.0,0.0
CLI-1304,42.0,Mensual,102.9522140767048,22.0,No,1.0,0.0
CLI-1305,32.0,Anual,78.55792764702598,38.0,Si,0.0,1.0
CLI-1306,84.0,Anual,101.24484144978086,64.0,No,0.0,0.0
CLI-1307,20.0,Anual,95.05610070336067,1.0,No,0.0,0.0
CLI-1308,58.0,Anual,70.44723532016923,56.0,No,0.0,0.0
CLI-1309,51.0,Mensual,79.62637381553353,4.0,Si,1.0,1.0
CLI-1310,75.0,Anual,74.47874116868647,38.0,Si,0.0,1.0
CLI-1311,56.0,Mensual,40.93625359076879,26.0,No,1.0,0.0
CLI-1312,45.0,Mensual,63.165328619844054,39.0,No,1.0,0.0
CLI-1313,26.0,Anual,100.41810042468907,21.0,No,0.0,0.0
CLI-1314,66.0,Anual,40.00495370402939,46.0,Si,0.0,1.0
CLI-1315,25.0,Mensual,85.65305541807153,66.0,No,1.0,0.0
CLI-1316,50.0,Mensual,81.00192214643684,12.0,Si,1.0,1.0
CLI-1317,64.0,Mensual,32.08114239090593,37.0,Si,1.0,1.0
CLI-1318,44.0,Mensual,61.138186132140234,17.0,Si,1.0,1.0
CLI-1319,82.0,Mensual,66.34745935579566,60.0,Si,1.0,1.0
CLI-1320,34.0,Mensual,27.16574421751904,8.0,No,1.0,0.0
CLI-1321,26.0,Mensual,57.13044275184756,13.0,Si,1.0,1.0
CLI-1322,63.0,Mensual,28.999986836711003,63.0,Si,1.0,1.0
CLI-1323,35.0,Anual,30.11703179628112,19.0,Si,0.0,1.0
CLI-1324,79.0,Mensual,83.47814619396382,64.0,Si,1.0,1.0
CLI-1325,68.0,Mensual,96.7502294875518,30.0,Si,1.0,1.0
CLI-1326,36.0,Mensual,110.78190072233194,25.0,No,1.0,0.0
CLI-1327,51.0,Mensual,28.38834829333994,1.0,Si,1.0,1.0
CLI-1328,84.0,Mensual,22.938202756903387,45.0,Si,1.0,1.0
CLI-1329,34.0,Anual,43.14774933714958,4.0,Si,0.0,1.0
CLI-1330,62.0,Anual,110.98563944751768,66.0,Si,0.0,1.0
CLI-1332,80.0,Anual,35.306250326525515,38.0,No,0.0,0.0
CLI-1333,72.0,Mensual,50.746495112960005,55.0,Si,1.0,1.0
CLI-1334,67.0,Anual,108.38075935010004,57.0,No,0.0,0.0
CLI-1335,28.0,Mensual,96.89939097505429,59.0,No,1.0,0.0
CLI-1336,22.0,Anual,41.690983164674435,44.0,Si,0.0,1.0
CLI-1337,60.0,Anual,63.67756163913725,70.0,Si,0.0,1.0
CLI-1338,49.0,Mensual,80.54824937465187,49.0,Si,1.0,1.0
CLI-1339,54.0,Mensual,26.67627267147163,3.0,Si,1.0,1.0
CLI-1340,39.0,Mensual,20.110276495141036,53.0,No,1.0,0.0
CLI-1341,83.0,Anual,117.25036440473181,67.0,Si,0.0,1.0
CLI-1342,78.0,Anual,46.441717294428514,40.0,No,0.0,0.0
CLI-1343,42.0,Anual,26.735226192094412,24.0,Si,0.0,1.0
CLI-1344,20.0,Anual,38.819617850318636,64.0,No,0.0,0.0
CLI-1345,39.0,Anual,78.45338907854754,24.0,Si,0.0,1.0
CLI-1346,40.0,Anual,77.83257029821928,44.0,No,0.0,0.0
CLI-1347,54.0,Mensual,30.718108541336278,26.0,No,1.0,0.0
CLI-1348,39.0,Anual,79.08484081784061,50.0,No,0.0,0.0
CLI-1349,21.0,Mensual,79.24530737868368,28.0,No,1.0,0.0
CLI-1350,67.0,Anual,40.07838743821823,33.0,No,0.0,0.0
CLI-1351,27.0,Anual,47.99700807643781,27.0,Si,0.0,1.0
CLI-1352,53.0,Anual,70.66759068573802,41.0,No,0.0,0.0
CLI-1353,35.0,Mensual,77.66351753481342,47.0,No,1.0,0.0
CLI-1354,43.0,Mensual,22.621426354944134,11.0,No,1.0,0.0
CLI-1355,81.0,Anual,96.26878020508731,44.0,Si,0.0,1.0
CLI-1357,46.0,Mensual,20.46176298741376,47.0,No,1.0,0.0
CLI-1358,78.0,Anual,42.66703881673465,5.0,Si,0.0,1.0
CLI-1359,51.0,Mensual,93.0398508836098,56.0,Si,1.0,1.0
CLI-1360,32.0,Anual,107.18460462696066,33.0,No,0.0,0.0
CLI-1361,63.0,Mensual,111.56075685727394,54.0,Si,1.0,1.0
CLI-1362,81.0,Mensual,44.95727215885262,11.0,Si,1.0,1.0
CLI-1363,26.0,Anual,77.401714152402,11.0,No,0.0,0.0
CLI-1364,49.0,Mensual,65.27879139421071,55.0,No,1.0,0.0
CLI-1365,53.0,Mensual,26.70230915226202,32.0,No,1.0,0.0
CLI-1366,43.0,Mensual,80.76855880992636,55.0,No,1.0,0.0
CLI-1367,58.0,Anual,80.94680469656092,1.0,No,0.0,0.0
CLI-1368,46.0,Anual,73.85353301211846,65.0,No,0.0,0.0
CLI-1369,27.0,Anual,69.59312028133316,11.0,Si,0.0,1.0
CLI-1370,63.0,Anual,110.63897495101737,50.0,Si,0.0,1.0
CLI-1371,50.0,Mensual,95.9205670676079,30.0,Si,1.0,1.0
CLI-1372,53.0,Anual,46.26743323250169,58.0,Si,0.0,1.0
